%eval_id interface radius         time_gap       strength_neighbor range_neighbor strength_geometry range_geometry desired_speed  least_sq_term_1 least_sq_term_2 least_sq_term_3 least_sq_term_4 least_sq_term_5 least_sq_term_6 least_sq_term_7 least_sq_term_8 least_sq_term_9 least_sq_term_10 least_sq_term_11 least_sq_term_12 least_sq_term_13 least_sq_term_14 least_sq_term_15 least_sq_term_16 least_sq_term_17 least_sq_term_18 least_sq_term_19 least_sq_term_20 least_sq_term_21 
1        NO_ID      0.1325621046   0.4094890493   2.760593411    0.0318136991   2.134223995    0.1521168792   1.55           -14.30888      6.3192         -4.95639       -10.29723      3.61472        -6.19449       -13.96747      4.7252         -5.63948       -14.71361      -0.57985       -5.92907       -14.53344      11.23019       -6.72787       -16.54949      9.24944        7.35097        -14.18645      8.17737        -6.61899       
2        NO_ID      0.1514023455   0.5514767713   2.994321425    0.1078001994   7.17857897     0.04829641403  1.55           5.61268        0.06767        4.31011        -5.59109       -2.12608       5.55732        7.59534        -0.50189       3.55569        -15.76836      8.1237         12.58615       -15.52766      5.35542        4.8028         -13.95277      7.87585        2.43324        -15.62224      6.89645        12.43091       
3        NO_ID      0.1442475371   1.182766815    4.73375441     0.2918236569   8.495726359    0.05841091935  1.55           -14.21916      -1.16383       5.45915        -10.28309      -5.37771       10.47631       -13.89056      -3.04243       7.21645        -14.5339       1.58012        7.69495        -15.76745      1.57816        1.70307        -14.06797      2.93724        0.07947        -15.62215      3.36615        7.86245        
4        NO_ID      0.1197674597   0.8985828691   6.951401909    0.03628253048  9.713992699    0.1133232566   1.55           -15.9696       15.62254       -9.14665       -14.36755      12.2095        -8.83445       -15.73169      15.30919       -9.35221       -16.66667      7.7804         30.85122       -16.17315      15.8418        -7.72957       -16.27123      13.79426       -8.37286       -16.5109       12.66262       -6.90242       
5        NO_ID      0.172121544    0.5949972185   3.796378304    0.2174161953   4.885838746    0.1863907834   1.55           -16.18649      8.9593         -5.5411        -14.53252      1.73888        -5.72536       -16.00666      9.23862        -6.35035       -16.66667      7.7804         38.17544       -15.87486      6.0193         -4.53904       -16.37137      6.83186        -3.58783       -16.66667      1.05494        41.07599       
6        NO_ID      0.1698323121   1.038630433    4.464843973    0.1228676475   6.208417921    0.1600436272   1.55           -16.66667      4.87542        -0.43044       -15.18827      3.98964        -9.41102       -16.51031      14.98162       -9.33167       -16.66667      7.7804         20.40637       -16.53098      10.25407       -7.48433       -16.66667      1.46315        17.93172       -16.66667      1.05494        19.51149       
7        NO_ID      0.110946651    0.7397555169   2.284425008    0.2533671601   4.334607809    0.05237197376  1.55           -15.38507      2.33677        6.27826        2.95529        -0.35881       1.2863         7.06043        -1.10024       3.48456        4.25083        -2.47061       3.46098        6.01257        0.2139         -0.79273       5.1512         0.00681        1.17019        -3.08311       2.55492        13.72927       
8        NO_ID      0.1680556366   1.119779102    8.047528264    0.376266898    2.516393163    0.1887766196   1.55           -16.66667      -10            -10            -16.66667      -10            -10            -16.66667      -10            -10            -15.76866      2.16093        8.18867        -16.66667      -10            -10            -16.66667      -10            -10            -16.66667      -10            -10            
9        NO_ID      0.1303192682   0.8171052507   5.359595984    0.09566632888  4.168324027    0.1956077642   1.55           -16.28475      17.1494        -7.21916       -11.77114      8.30829        -7.17269       -16.10851      17.93815       -7.91671       -16.66667      7.7804         28.1836        -14.38296      13.08131       -7.85848       -15.27057      13.75428       -8.02652       -16.66667      1.05494        39.69673       
10       NO_ID      0.1649669723   0.6898585295   8.394700555    0.1611285367   9.591548425    0.08680660378  1.55           -14.68402      2.75334        -2.79709       -14.88788      -2.28587       -1.24531       -14.38384      2.66597        -3.59278       -16.26655      10.95374       -5.10718       -10.89039      1.91524        -3.75627       -11.50597      3.16946        -2.14288       -12.8791       4.57396        -2.00166       
11       NO_ID      0.1565950905   0.1345689549   5.939766421    0.3657228677   3.003003894    0.07227061659  1.55           -16.55014      1.56977        13.03573       -15.77856      -0.54729       -4.69695       -15.78336      2.20581        -0.60924       -14.5339       -0.2843        13.66121       -12.77007      -1.98156       5.06648        -8.35176       -3.46767       14.22818       -9.14612       -3.03395       14.49322       
12       NO_ID      0.1465622871   0.1436425301   7.369482469    0.2010635818   7.408212856    0.1452568928   1.55           -15.61527      4.98077        1.46269        -11.37827      -0.47533       8.80076        -15.46081      5.46415        0.43102        -16.66667      7.7804         58.3751        -13.48945      2.83984        -1.00379       -14.81468      4.75562        -2.18244       -16.45581      6.73211        0.82484        
13       NO_ID      0.1120191976   0.9699493116   9.26732272     0.1418913615   8.828228727    0.1083481736   1.55           -14.56211      3.76258        -3.04325       -10.311        2.28627        -4.62999       -14.24724      3.97149        -4.23715       -15.63938      6.52378        -1.60443       -10.16178      3.7579         -4.58599       -9.72012       3.37666        -2.55785       -10.76095      3.38757        -2.126         
14       NO_ID      0.1414811943   0.5156364853   1.308644303    0.05966588757  1.594531773    0.1314010989   1.55           -13.98067      1.13226        4.11455        -10.28205      -2.352         4.08911        -14.57478      2.19741        0.25035        -14.2947       1.04917        -1.93476       -11.56428      4.14936        -3.40241       -11.97408      3.98632        0.8799         -14.91877      10.27731       -0.82915       
